Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_09_551.jpg;0;0.3086294;0;2.10218;131.9612;114.538;0.1983551;131.7733;0.3581786
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_09_617.jpg;0;0.3075573;0;2.11137;131.8765;114.6329;0.2193972;131.7717;0.2928661
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_09_684.jpg;0;0.1084814;0;2.119928;131.7916;114.728;0.2417067;131.7703;0.228005
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_09_750.jpg;0;0.1070538;0;2.115911;131.6787;114.8543;0.2478685;131.7698;0.1467851
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_09_817.jpg;0;0.3088477;0;2.115147;131.5941;114.949;0.2471322;131.7698;0.08929595
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_09_884.jpg;0;0.1083428;0;2.122951;131.5092;115.044;0.2484834;131.7697;0.03527569
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_09_951.jpg;0;0.1073743;0;2.118889;131.3964;115.1701;0.2273689;131.7696;359.9699
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_017.jpg;0;0.3081325;0;2.118083;131.3118;115.2646;0.2074988;131.7703;359.9283
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_084.jpg;0;0.3058974;0;2.131496;131.2266;115.3597;0.1995649;131.7737;359.8982
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_151.jpg;0;0.104918;0;2.137136;131.1126;115.4869;0.1884564;131.7789;359.8707
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_221.jpg;0;0;0;2.134516;131.0275;115.5818;0.1628933;131.7817;359.8563
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_287.jpg;0;0.1009222;0;2.125594;130.9429;115.6763;0.1216319;131.7837;359.8454
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_356.jpg;0;0.1030481;0;2.125702;130.8301;115.8023;0.06686004;131.7857;359.8365
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_418.jpg;0;0;0;2.123257;130.7458;115.8965;0.02078309;131.7861;359.8326
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_488.jpg;0;0;0;2.113872;130.6618;115.9903;359.9691;131.7878;359.8355
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_555.jpg;0;0;0;2.106742;130.5502;116.1149;359.9006;131.7925;359.8545
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_622.jpg;0;0;0;2.099534;130.4669;116.2079;359.8499;131.7952;359.8751
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_688.jpg;0;0;0;2.09002;130.3838;116.3008;359.8011;131.7976;359.9007
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_755.jpg;0;0;0;2.082891;130.2735;116.4241;359.7394;131.8004;359.9395
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_818.jpg;0;0.204162;0;2.076535;130.1909;116.5165;359.7033;131.801;359.9682
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_885.jpg;0;0.0177357;0;2.077693;130.108;116.6091;359.6833;131.8027;-0.001803964
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_10_953.jpg;0;0;0;2.071634;129.9979;116.7325;359.6681;131.8015;0.031778
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_018.jpg;0;0.09755892;0;2.064364;129.9155;116.8248;359.6631;131.7998;0.04830001
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_089.jpg;0;0.3033165;0;2.063495;129.8329;116.9173;359.6745;131.7976;0.05891355
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_154.jpg;0;0.3020176;0;2.073843;129.7215;117.042;359.7408;131.796;0.06612921
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_223.jpg;1.436973;0.1177201;0;2.081076;129.6372;117.1355;359.8051;131.8701;0.08236224
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_291.jpg;4.5986;0;0;2.076122;129.523;117.2576;359.8717;132.3826;0.167764
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_357.jpg;7.628973;0.09879616;0;2.06816;129.4354;117.3463;359.9106;133.145;0.2870986
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_423.jpg;4.660029;0.2967258;0;2.064758;129.3471;117.4346;359.967;133.8594;0.3960078
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_491.jpg;1.662974;0.2969217;0;2.07803;129.2288;117.5537;0.05736706;134.3885;0.4865267
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_554.jpg;0;0.09292065;0;2.085395;129.1407;117.6437;0.1066102;134.4759;0.5031911
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_621.jpg;0;0;0;2.082568;129.0531;117.7333;0.1301201;134.4868;0.5025971
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_690.jpg;0;0.2075756;0;2.076467;128.9659;117.8224;0.1352588;134.4864;0.4898441
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_758.jpg;0;0.209293;0;2.082434;128.8492;117.9416;0.1453724;134.4833;0.4557522
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_824.jpg;0;0.007130958;0;2.084583;128.7616;118.0309;0.1467838;134.4813;0.4210364
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_891.jpg;0;0.2037981;0;2.081385;128.6452;118.1497;0.1363211;134.4796;0.3676296
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_11_957.jpg;0;0.405704;0;2.085488;128.5573;118.2393;0.1400583;134.4782;0.3229364
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_025.jpg;0;0.2092734;0;2.096968;128.469;118.3294;0.1560577;134.4765;0.2750509
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_091.jpg;0;0.2046449;0;2.0989;128.3512;118.4495;0.1708246;134.4747;0.2104955
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_157.jpg;0;0.4031876;0;2.102952;128.2624;118.54;0.1896888;134.4734;0.162204
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_224.jpg;0;0.4011638;0;2.122732;128.1727;118.6314;0.2303971;134.4712;0.1130735
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_291.jpg;0;0.2031754;0;2.133093;128.0525;118.754;0.2930136;134.4668;0.04821569
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_359.jpg;0;0.1999913;0;2.135317;127.9623;118.846;0.3276278;134.4633;0.002732027
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_421.jpg;0;0.3910461;0;2.139187;127.8717;118.9379;0.354688;134.4694;359.9831
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_487.jpg;0;0.1902179;0;2.152637;127.7807;119.0301;0.3787659;134.476;359.9709
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_555.jpg;0;0;0;2.152692;127.6599;119.1527;0.3797987;134.4839;359.9611
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_621.jpg;0;0;0;2.146504;127.5699;119.2439;0.350353;134.4888;359.9556
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_687.jpg;0;0.1013042;0;2.137239;127.4805;119.3347;0.3005917;134.4928;359.9503
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_754.jpg;0;0.3014802;0;2.137348;127.3613;119.4557;0.2343492;134.4974;359.944
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_822.jpg;0;0.1007304;0;2.143531;127.2715;119.5468;0.1915354;134.5004;359.9405
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_887.jpg;0;0;0;2.138279;127.1822;119.6376;0.139414;134.5022;359.9365
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_12_955.jpg;0;0;0;2.131619;127.0637;119.7581;0.05460266;134.5026;359.9294
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_021.jpg;0;0.2010829;0;2.125438;126.9751;119.8482;359.989;134.5025;359.9254
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_088.jpg;0;0.1996385;0;2.131638;126.8859;119.9388;359.9461;134.5042;359.9278
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_155.jpg;0;0.001195252;0;2.131757;126.7669;120.0598;359.9053;134.5073;359.9395
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_225.jpg;0;0;0;2.125401;126.6779;120.1502;359.8713;134.5092;359.9518
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_287.jpg;0;0;0;2.115824;126.5893;120.2402;359.835;134.511;359.9673
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_355.jpg;0;0.2008744;0;2.111104;126.4714;120.3602;359.7952;134.5129;359.9899
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_422.jpg;0;0.3990391;0;2.114574;126.3823;120.4508;359.7949;134.5139;0.007453404
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_491.jpg;0;0.188996;0;2.127952;126.2625;120.5726;359.83;134.514;0.02749976
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_559.jpg;0;0;0;2.129362;126.1727;120.664;359.8571;134.514;0.04031462
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_624.jpg;0;0.1985272;0;2.123131;126.0831;120.7552;359.8784;134.5133;0.04955206
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_691.jpg;0;0.3972225;0;2.128248;125.9631;120.8774;359.9309;134.5128;0.05756048
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_758.jpg;0;0.1965412;0;2.139113;125.8724;120.9697;359.9872;134.5127;0.06182713
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_825.jpg;0;0;0;2.140168;125.7818;121.0619;0.03609121;134.5127;0.06446604
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_893.jpg;0;0;0;2.133908;125.6618;121.184;0.06992116;134.5126;0.06520142
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_13_955.jpg;0;0.1894844;0;2.127804;125.5722;121.2752;0.07822087;134.5116;0.06206067
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_022.jpg;0;0.1870477;0;2.131011;125.4824;121.3666;0.08895046;134.5102;0.05647727
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_092.jpg;0;0;0;2.131553;125.363;121.4882;0.09081066;134.5086;0.04761391
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_155.jpg;0;0;0;2.125278;125.2739;121.5789;0.07413831;134.5082;0.04190531
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_222.jpg;0;0.1908155;0;2.119027;125.185;121.6693;0.05079291;134.5083;0.03675527
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_289.jpg;0;0.3915974;0;2.124683;125.0958;121.7601;0.04011773;134.5083;0.0313426
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_355.jpg;0;0.1915992;0;2.133631;124.976;121.8819;0.04872296;134.5081;0.02345757
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_421.jpg;0;0;0;2.135203;124.8863;121.9732;0.05059355;134.5078;0.01720786
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_489.jpg;0;0;0;2.126575;124.797;122.0641;0.03689067;134.5078;0.01190868
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_555.jpg;0;0.2033978;0;2.122121;124.6783;122.1848;0.009127731;134.5078;0.00523994
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_622.jpg;0;0.4020748;0;2.125896;124.5887;122.2759;0.005462444;134.5078;0.0006340972
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_688.jpg;0;0.2029878;0;2.139594;124.4986;122.3676;0.02106826;134.5078;-0.003564146
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_755.jpg;0;0.002001405;0;2.140065;124.3784;122.4898;0.03392311;134.5084;359.9933
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_822.jpg;0;0.201465;0;2.134742;124.2886;122.5811;0.03353582;134.5089;359.9918
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_890.jpg;-3.013976;0.4023967;0;2.140914;124.1992;122.6736;0.03987319;134.346;359.9683
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_14_959.jpg;-6.042564;0.2004908;0;2.149247;124.0826;122.8001;0.0477192;133.6075;359.8674
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_026.jpg;-9.134828;0;0;2.147898;123.9982;122.897;0.02869976;132.6996;359.7374
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_093.jpg;-12.13743;0;0;2.137937;123.8916;123.0291;359.9658;130.9728;359.4768
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_158.jpg;-9.111168;0.2017505;0;2.128366;123.8135;123.1298;359.9549;129.7139;359.2891
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_225.jpg;-6.099711;0.1922948;0;2.134233;123.7359;123.2318;359.9749;128.7155;359.12
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_292.jpg;-3.175756;0;0;2.134491;123.6321;123.3677;0.002014239;127.9151;358.9792
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_359.jpg;-0.0890357;0;0;2.128853;123.5541;123.4683;359.9896;127.7033;358.9526
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_425.jpg;0;0;0;2.119254;123.4761;123.5684;359.9749;127.6713;358.9791
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_492.jpg;0;0.1975013;0;2.114499;123.3724;123.7019;359.9625;127.6713;359.0476
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_557.jpg;0;0.4020931;0;2.118019;123.2944;123.8027;359.9732;127.6725;359.1155
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_623.jpg;0;0.2110887;0;2.12922;123.2158;123.9041;0.0004789137;127.6726;359.1936
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_690.jpg;0;0.008761503;0;2.131283;123.1113;124.0393;0.0289775;127.6725;359.3114
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_758.jpg;0;0.1031223;0;2.125402;123.0333;124.1403;0.03416701;127.6724;359.4067
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_824.jpg;0;0.3028322;0;2.124962;122.9554;124.2413;0.03994059;127.6721;359.5053
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_891.jpg;0;0.302285;0;2.135295;122.8506;124.377;0.07457116;127.6721;359.6379
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_15_957.jpg;0;0.1027668;0;2.14229;122.7718;124.4792;0.1050716;127.6723;359.7355
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_022.jpg;0;0;0;2.137173;122.6933;124.5809;0.1186385;127.6725;359.8296
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_089.jpg;0;0;0;2.130538;122.6153;124.6821;0.1125352;127.6726;359.9185
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_156.jpg;0;0.2007414;0;2.12604;122.5117;124.8165;0.08973723;127.6726;0.0268579
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_223.jpg;0;0.2003131;0;2.129722;122.4338;124.9177;0.0802443;127.6727;0.09908274
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_289.jpg;0;0.001791477;0;2.131029;122.3559;125.0188;0.06825671;127.6729;0.1627254
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_356.jpg;-1.51696;0;0;2.124789;122.2531;125.1532;0.03110882;127.5959;0.220932
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_423.jpg;-4.511728;0;0;2.117458;122.1784;125.2548;359.9854;127.2151;0.2023771
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_491.jpg;-7.548734;0;0;2.106446;122.0829;125.3919;359.904;126.2298;0.07893023
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_556.jpg;-7.567544;0.198071;0;2.097873;122.0141;125.4962;359.8416;125.2657;359.924
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_623.jpg;-4.557998;0.1951444;0;2.103637;121.9449;125.6014;359.8309;124.4934;359.8012
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_689.jpg;-1.569109;0;0;2.104067;121.8751;125.7068;359.8396;124.0464;359.7099
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_757.jpg;0;0;0;2.09781;121.7812;125.8459;359.8479;123.9304;359.6516
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_823.jpg;0;0.1998387;0;2.091531;121.7109;125.9501;359.8587;123.9243;359.6289
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_891.jpg;0;0.1990717;0;2.097616;121.6166;126.0898;359.8997;123.925;359.6159
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_16_958.jpg;0;0.001564763;0;2.099594;121.546;126.1946;359.9286;123.9249;359.615
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_023.jpg;0;0;0;2.093446;121.4757;126.2989;359.9447;123.9256;359.624
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_089.jpg;0;0.199521;0;2.086678;121.4056;126.4029;359.9536;123.926;359.6405
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_156.jpg;0;0.398944;0;2.092034;121.3117;126.5423;359.9875;123.9263;359.6718
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_222.jpg;0;0.4012463;0;2.105621;121.2405;126.6482;0.04261852;123.9265;359.7004
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_289.jpg;0;0.2015112;0;2.120291;121.1688;126.7545;0.1030455;123.9289;359.7389
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_355.jpg;0;0.0008369535;0;2.120806;121.0735;126.896;0.1617806;123.9313;359.7945
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_422.jpg;0;0.2028464;0;2.115549;121.0024;127.0017;0.1873122;123.9328;359.8368
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_490.jpg;0;0.4054339;0;2.122074;120.907;127.1433;0.2286369;123.9354;359.894
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_556.jpg;0;0.2076946;0;2.133482;120.8351;127.25;0.2666116;123.9384;359.9368
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_623.jpg;-1.499115;0.008092463;0;2.135948;120.7638;127.3568;0.2884327;123.8647;359.966
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_690.jpg;-4.500055;0;0;2.127338;120.6946;127.4639;0.2808357;123.5335;359.9554
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_757.jpg;-7.487705;0.1991767;0;2.121522;120.6068;127.6082;0.2298579;122.5677;359.857
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_824.jpg;-4.476899;0.3998971;0;2.12428;120.5418;127.7173;0.1902925;121.8665;359.7746
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_891.jpg;-1.476632;0.1998793;0;2.138841;120.4541;127.8635;0.1511572;121.3627;359.7032
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_17_957.jpg;0;0;0;2.14109;120.3877;127.9725;0.1148572;121.2843;359.6829
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_023.jpg;0;0.1993936;0;2.135018;120.3214;128.0813;0.07009362;121.2736;359.6721
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_090.jpg;0;0.3976115;0;2.14026;120.2326;128.2271;0.03207831;121.2738;359.6709
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_157.jpg;0;0.3953358;0;2.153661;120.1652;128.3377;0.03384596;121.2755;359.6807
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_223.jpg;0;0.1996231;0;2.16789;120.0975;128.449;0.04967381;121.2772;359.6986
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_291.jpg;0;0.1999772;0;2.16818;120.0072;128.5975;0.06583432;121.2786;359.7306
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_357.jpg;0;0.4002078;0;2.17173;119.9391;128.7093;0.08616494;121.28;359.7602
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_424.jpg;0;0.3979026;0;2.190983;119.8704;128.8222;0.128553;121.2823;359.7951
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_491.jpg;0;0.1979758;0;2.201046;119.7783;128.9736;0.1940203;121.2858;359.8473
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_558.jpg;0;0.1980206;0;2.202845;119.7092;129.0871;0.2317763;121.2885;359.8874
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_624.jpg;0;0.3977417;0;2.208727;119.64;129.2009;0.2683572;121.2918;359.9278
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_691.jpg;0;0.5972277;0;2.223637;119.5466;129.3542;0.3426749;121.298;359.9833
C:\RoboticsND\My_repo\RoboND-Rover-Project\my_dataset\IMG\robocam_2017_06_07_12_18_18_757.jpg;0;0.3960538;0;2.244281;119.476;129.4706;0.4121921;121.2955;0.006527235
